Elapsed Time (s),Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel-X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
0.57,-0.1391601563,0.9772949219,-0.1512756348,-0.7796936035,-0.5657348633,0.2818908691,-0.009013202041,0.09208385646,0.04299087822,0.1129103079,0.2123045325,0.2278845608,-309.5332031,-36.89096069,-101.7523193,-53.1857605,25.46296692,173.1521759
0.58,-0.1504364014,0.9834747314,-0.1479797363,-0.7888946533,-0.5641174316,0.2697906494,-0.0001198422469,0.09031205624,0.03836070374,0.08031135052,0.2482484281,0.258869648,-309.8294067,-36.79322815,-101.4946747,-53.17251587,25.45220947,173.1270599
0.59,-0.1602935791,0.9807891846,-0.151550293,-0.7691955566,-0.5620269775,0.275894165,0.004181695636,0.08946916461,0.03071024269,0.07829027623,0.2684953809,0.246146664,-310.0853882,-36.93664551,-101.8957214,-53.08079529,25.2714386,173.1299286
0.60,-0.1684417725,0.9767913818,-0.1583251953,-0.7443084717,-0.5681762695,0.2879943848,0.00161307666,0.09280477464,0.01900138706,0.1075730622,0.2574246228,0.197890982,-310.1542969,-36.94485474,-101.9832611,-53.08241272,25.27224731,173.3774567
0.61,-0.1761474609,0.9738311768,-0.1637878418,-0.7422943115,-0.5700073242,0.2895812988,-0.005387308542,0.1022893563,0.008352206089,0.1503908336,0.2600321174,0.1573307663,-310.0689697,-36.98535156,-101.7901001,-53.00488281,25.07380676,173.2941132
0.62,-0.1818389893,0.9703216553,-0.1659851074,-0.7554016113,-0.5732269287,0.2751617432,-0.01181564666,0.1075637415,-0.009485913441,0.1771691889,0.2909415662,0.1342901587,-309.5278625,-36.88781738,-101.5213623,-52.8818512,25.19273376,173.4562836
0.63,-0.1845855713,0.9719085693,-0.1627197266,-0.7656097412,-0.5812835693,0.258682251,-0.02176947705,0.1221024692,-0.02469762228,0.1598341316,0.2962093055,0.121191673,-310.0172119,-37.07209778,-101.6300964,-53.18545532,25.18186951,173.5970612
0.64,-0.1835479736,0.9755554199,-0.1606445313,-0.7729644775,-0.5939025879,0.2452087402,-0.02659459226,0.1297960728,-0.03509620205,0.1054177657,0.2540088296,0.1216840893,-310.0452271,-36.77346802,-101.7099762,-52.94462585,25.03694153,173.5214386
0.65,-0.18409729,0.9764099121,-0.1588592529,-0.7770996094,-0.603225708,0.2431945801,-0.01815237291,0.1362422556,-0.04097992182,0.04733635485,0.2021088898,0.127568081,-309.6418762,-36.90022278,-101.6607056,-53.17852783,25.00804138,173.7180176
0.66,-0.1890258789,0.9775695801,-0.1572875977,-0.7791137695,-0.6033477783,0.2545471191,-0.000550475379,0.1316283345,-0.04262708873,0.004267715383,0.1581121385,0.1333189011,-310.1721191,-36.89228821,-101.7996674,-53.15489197,24.92376709,173.6313629
0.67,-0.1938171387,0.9690246582,-0.1565246582,-0.7713470459,-0.600692749,0.262878418,0.01472035609,0.1235680133,-0.04327050969,-0.0009590042755,0.1189745888,0.1304221898,-310.0018311,-37.14533997,-102.0374756,-53.17552185,24.72009277,173.4748383
0.68,-0.1954345703,0.9606781006,-0.1631011963,-0.7699127197,-0.592956543,0.2666320801,0.0331536904,0.1150669307,-0.04155569896,0.01997450739,0.1132123098,0.1336605847,-309.2928162,-36.90576172,-101.8193817,-53.04194641,24.83082581,173.6641083
0.69,-0.1911621094,0.9561920166,-0.1706085205,-0.7824859619,-0.5932159424,0.2564544678,0.03507622704,0.1110927016,-0.04249339923,0.04837046191,0.166910693,0.1523929983,-309.3001709,-37.10958862,-101.5102081,-53.02763367,24.67871094,173.7010956
0.70,-0.1881866455,0.9607391357,-0.1723327637,-0.7974700928,-0.5918579102,0.2423706055,0.02634185925,0.1037274599,-0.04044249654,0.06550657004,0.2427820116,0.1807703078,-309.3538818,-36.75570679,-101.6015625,-52.98776245,24.6007843,173.7289124
0.71,-0.1898651123,0.9626922607,-0.1669311523,-0.7930145264,-0.5930480957,0.2314605713,0.00814368017,0.08315986395,-0.04078098387,0.0489853844,0.2746587396,0.2034838796,-309.8199158,-36.39964294,-101.8000488,-52.80349731,24.34837341,173.7872162
0.72,-0.193572998,0.967956543,-0.1593933105,-0.7778015137,-0.5997314453,0.237121582,-0.005663211923,0.06204233319,-0.04273521155,0.01447800919,0.275393486,0.214350909,-309.2986145,-37.00970459,-101.703064,-52.89634705,24.33992004,174.0161285
0.73,-0.1941680908,0.9655151367,-0.1543579102,-0.7577667236,-0.6079406738,0.2555999756,-0.006741526071,0.04184518382,-0.04569984227,-0.006270945538,0.2760704756,0.2171722651,-309.3948364,-36.74699402,-101.385498,-52.67074585,24.25198364,173.962738
0.74,-0.1920623779,0.9631500244,-0.1527252197,-0.727355957,-0.6105194092,0.274887085,-0.004441353492,0.03659183159,-0.0509766303,0.002181927906,0.2348527163,0.1808254421,-309.3625488,-36.90603638,-101.246933,-52.73814392,24.39602661,173.9286346
0.75,-0.1871948242,0.9659729004,-0.15574646,-0.6992645264,-0.6087493896,0.2924957275,0.001397893298,0.03637212142,-0.04850947857,0.03079466335,0.1506811231,0.1221972778,-309.8299866,-36.92021179,-101.7279205,-52.58558655,24.41928101,174.0606842
0.76,-0.1799926758,0.9681549072,-0.160736084,-0.6956176758,-0.6151580811,0.2982025146,0.0173385106,0.04551501945,-0.05076704174,0.04922693595,0.07400924712,0.09007556736,-309.1383972,-36.76513672,-101.3785553,-52.40768433,24.34880066,174.0230255
0.78,-0.1762084961,0.9678344727,-0.1639862061,-0.7099914551,-0.6197967529,0.288192749,0.03076243959,0.05505579337,-0.05296521261,0.04842718691,0.003799265483,0.07546279579,-309.0169373,-36.80839539,-101.5685425,-52.8097229,24.23406982,173.8603058
0.79,-0.1743469238,0.9698638916,-0.1666717529,-0.7246246338,-0.6154174805,0.2755126953,0.036124181,0.06510683149,-0.04761226103,0.03837135807,-0.03704483807,0.08158647269,-309.1629028,-37.01846313,-101.5395966,-52.88951111,24.24908447,173.8559875
0.80,-0.1733093262,0.9689178467,-0.1654663086,-0.7350921631,-0.6142120361,0.2669525146,0.03886430711,0.07836963981,-0.03828959912,0.02813017182,-0.04973986,0.07874221355,-309.6630249,-36.88793945,-101.5532227,-52.8236084,24.12034607,173.8706512
0.81,-0.166305542,0.9728088379,-0.1559143066,-0.746673584,-0.619354248,0.2529296875,0.03187004849,0.09236960858,-0.02271356806,0.01237784047,-0.02721324563,0.0811265409,-309.4303589,-36.97953796,-101.5428619,-52.84046936,24.15127563,173.8574982
0.82,-0.1660461426,0.9760284424,-0.1502838135,-0.7545623779,-0.6214447021,0.2424163818,0.02540016547,0.09316136688,-0.01415816322,-0.01189367753,0.01015703008,0.08373830467,-309.3052063,-37.22203064,-101.2204285,-52.81625366,24.06533813,173.9926453
0.83,-0.1747589111,0.971572876,-0.1518707275,-0.7732086182,-0.6194152832,0.2459716797,0.02403822355,0.0805278644,-0.01398638915,-0.0298423171,0.07968258113,0.1158147529,-308.9993896,-36.83299255,-101.5861664,-52.67004395,24.04464722,174.0347137
0.84,-0.1781005859,0.9692230225,-0.153137207,-0.791885376,-0.6052398682,0.2446594238,0.02663081139,0.06574412435,-0.01702745259,-0.03788985685,0.2257654816,0.1632565707,-308.8446655,-36.90162659,-101.5023193,-52.58940125,23.93504333,174.1872864
0.85,-0.1759643555,0.9726104736,-0.1486053467,-0.7708587646,-0.5910949707,0.2398834229,0.02948305756,0.06211210787,-0.0249767229,-0.05266480893,0.328061223,0.1857605428,-309.4751282,-36.94050598,-101.4667511,-52.04734802,23.96713257,174.2199249
0.86,-0.169128418,0.9773406982,-0.1404418945,-0.7113952637,-0.5918579102,0.2554168701,0.02522120066,0.05052575842,-0.02465581149,-0.06179572269,0.3247775435,0.1697323024,-309.7894287,-36.98561096,-101.0738373,-52.36726379,23.93840027,174.4330139
0.87,-0.1595916748,0.9824066162,-0.1382293701,-0.6357727051,-0.605758667,0.3040313721,0.01716966555,0.04829482734,-0.01689882204,-0.05157584324,0.04263161495,0.07186247408,-309.3407593,-36.95051575,-101.2259674,-52.25515747,23.96340942,174.3410187
0.88,-0.1557006836,0.9827270508,-0.1432952881,-0.6212921143,-0.6292419434,0.336807251,0.01537336316,0.04476400837,-0.00706936093,-0.05316388607,-0.1723619103,-0.02524223924,-308.7069702,-36.91642761,-101.1549072,-52.25804138,23.81640625,174.2816162
0.89,-0.16065979,0.9814147949,-0.1479797363,-0.6451263428,-0.6298675537,0.3298187256,0.01717046462,0.04476108029,-0.002173139481,-0.05397668108,-0.2453133464,-0.06642749161,-309.2630005,-36.93132019,-101.051178,-52.37823486,23.95031738,174.2371826
0.90,-0.1677856445,0.9817047119,-0.1477508545,-0.675994873,-0.6036376953,0.3213806152,0.03110012785,0.03511351347,0.004661064595,-0.04938539118,-0.2830697894,-0.08801694214,-309.473877,-36.58277893,-100.9435883,-52.69908142,24.11080933,174.1525116
0.91,-0.1720581055,0.9794158936,-0.1412963867,-0.7043762207,-0.5833892822,0.3176574707,0.04467292875,0.03163462505,0.004177700728,-0.0108670285,-0.2559124827,-0.09650284052,-308.5759583,-36.75849915,-100.7108917,-52.53163147,24.1020813,174.1308289
0.92,-0.1722717285,0.9800109863,-0.1350860596,-0.7353057861,-0.5834960938,0.3051452637,0.04732463881,0.02976774983,-0.002715625335,0.0227998551,-0.2058037668,-0.07688492537,-309.7044678,-36.93078613,-101.3085022,-53.01695251,24.0105896,173.8359222
0.93,-0.1726379395,0.9804840088,-0.1372375488,-0.7611236572,-0.592956543,0.2872467041,0.04334720597,0.02858397365,-0.008166583255,0.01829964481,-0.1803023964,-0.02678341046,-309.4749756,-37.02200317,-101.1851654,-52.86576843,24.07165527,173.8823547
0.94,-0.1714782715,0.9786682129,-0.1455993652,-0.7760772705,-0.6028594971,0.2652740479,0.03814632073,0.0248230584,-0.01831455901,-0.01049392018,-0.1692915559,0.03315502405,-309.5776978,-36.80015564,-101.2887573,-52.55984497,24.05990601,173.8926239
0.95,-0.1683502197,0.976852417,-0.1524505615,-0.775970459,-0.6109161377,0.2569580078,0.0353420116,0.01037301216,-0.02149437368,-0.05908169597,-0.1257198453,0.06101728231,-309.6695557,-37.02864075,-101.1081543,-52.66581726,23.9079895,173.9045105
0.96,-0.161239624,0.9791564941,-0.1544952393,-0.7516174316,-0.6217651367,0.2601776123,0.0288883727,-0.00148790807,-0.02134843171,-0.08304934949,-0.07922824472,0.03242718056,-309.5570679,-36.53933716,-100.9265442,-52.40744019,24.06611633,174.048172
0.97,-0.1526794434,0.9802398682,-0.1572875977,-0.7259216309,-0.6304626465,0.286605835,0.02482039481,-0.008253402077,-0.01746314578,-0.07392509282,-0.06326206028,-0.03307486326,-309.9780273,-36.6811676,-100.9238739,-52.51817322,24.15466309,173.9529572
0.98,-0.1507110596,0.9796142578,-0.160949707,-0.7203369141,-0.6312713623,0.3102264404,0.02607181482,-0.0178146828,-0.01707858592,-0.05282966048,-0.05159475282,-0.08666379005,-309.9447021,-36.75068665,-100.9207764,-52.62072754,24.00965881,173.7736053
0.99,-0.1493682861,0.9772338867,-0.1561126709,-0.7325592041,-0.6306762695,0.3152008057,0.02999438345,-0.01715102419,-0.01379384287,-0.04489929602,-0.05377028883,-0.1022520661,-309.809082,-36.73646545,-101.1058655,-53.05238342,24.03395081,173.7581787
1.00,-0.1513824463,0.9759979248,-0.1484069824,-0.7586975098,-0.6315155029,0.3106842041,0.03220720589,-0.01302072685,-0.0174975004,-0.04583033919,-0.06917134672,-0.07301322371,-309.3597412,-36.93182373,-101.118866,-52.61572266,24.26217651,173.8411255
1.01,-0.1545257568,0.9715423584,-0.1442260742,-0.7788238525,-0.626663208,0.3076171875,0.03493081778,-0.004490622319,-0.02479615994,-0.04586948827,-0.09402609617,-0.02155535854,-308.7706909,-36.90983582,-100.9875336,-52.74298096,24.08605957,173.8383636
