Elapsed time (s),Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel-X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
0.17,-0.5667266846,-0.6828765869,0.4603729248,-0.6934356689,-0.6522827148,0.3172912598,-0.0368656069,0.06644693762,-0.03264662623,-0.05232365802,-0.134657681,-0.02767104283,-333.7892456,-95.44534302,-80.97897339,-55.7375946,28.59689331,175.5983429
0.18,-0.5644683838,-0.6849060059,0.4600372314,-0.6937103271,-0.6576080322,0.3326873779,-0.03466530144,0.0851130262,-0.03671380505,-0.04535869136,-0.1467492282,-0.01681679673,-332.7597656,-95.44665527,-80.56404114,-56.16799927,28.66340637,175.3605347
0.19,-0.5627593994,-0.6831970215,0.4589080811,-0.6932983398,-0.6591339111,0.3395843506,-0.04146142304,0.08661025763,-0.02929370664,-0.02674852312,-0.1506955028,-0.01475098263,-332.8041077,-95.73239136,-80.08666992,-56.04933167,28.66488647,175.6058044
0.20,-0.5624694824,-0.6800384521,0.4637908936,-0.7012023926,-0.657699585,0.3338470459,-0.04787005484,0.09542745352,-0.01882029325,-0.01197330561,-0.1633777469,-0.01486683078,-333.3457642,-95.7837677,-80.2883606,-56.167099,28.65214539,175.4570313
0.21,-0.5633392334,-0.6827392578,0.4556274414,-0.7086334229,-0.6519165039,0.3174591064,-0.04853797331,0.1010760143,-0.0177377183,-0.001183508779,-0.1753976494,-0.00795619376,-333.2799988,-95.37846375,-80.07380676,-56.28729248,28.82780457,175.4578857
0.22,-0.5656890869,-0.6851959229,0.4458007813,-0.7123413086,-0.6532897949,0.3212890625,-0.04839815944,0.09539682418,-0.007005178835,0.002301503904,-0.1911893934,-0.01180659235,-333.0644836,-95.53271484,-80.16696167,-56.00059509,28.78927612,175.3913116
0.23,-0.5662078857,-0.6864776611,0.4499969482,-0.7104034424,-0.6496887207,0.3159179688,-0.04380287603,0.08236251771,-0.006110623013,0.007298392709,-0.202413559,-0.009683253244,-332.953186,-96.00323486,-80.1158905,-56.26347351,28.8634491,175.2207336
0.24,-0.574005127,-0.6922302246,0.4538726807,-0.7197875977,-0.6461791992,0.3094177246,-0.03712259978,0.06742351502,-0.003303917591,0.01156717353,-0.1973242611,0.0009859022684,-332.786499,-95.64509583,-79.98220825,-56.27758789,28.71565247,175.0773621
0.25,-0.5744934082,-0.6891784668,0.456817627,-0.7226867676,-0.6425933838,0.295501709,-0.03127509728,0.05926811695,0.00518304389,0.01128780842,-0.1700633466,0.01867248677,-333.2792358,-95.62228394,-80.08403015,-55.96478271,28.80828857,175.1981812
0.26,-0.572052002,-0.6831817627,0.4533843994,-0.7218933105,-0.642364502,0.2866363525,-0.02970383316,0.05664037541,0.00550794974,0.008842759766,-0.151180461,0.02146774158,-332.9458313,-95.78434753,-79.76713562,-56.02441406,28.66854858,175.20784
0.27,-0.5724487305,-0.6839599609,0.450302124,-0.7156066895,-0.6445465088,0.2827758789,-0.02897306159,0.05685609207,0.004312722944,0.01084732171,-0.1464384347,0.003059439361,-332.5032349,-95.59028625,-79.77197266,-55.9523468,28.77944946,175.0746765
0.28,-0.5720214844,-0.6871795654,0.4518127441,-0.7101593018,-0.6425933838,0.2769927979,-0.03192544356,0.05249436572,-0.002231995342,0.01390036941,-0.129635483,0.001104679191,-332.9197998,-95.50297546,-79.87782288,-56.02011108,28.6532135,174.8470764
0.29,-0.5736999512,-0.6893768311,0.4536743164,-0.7092895508,-0.6469116211,0.2731170654,-0.03429831937,0.05164215341,-0.00652314676,0.0144907916,-0.1263736486,-0.005170261022,-332.9338074,-95.88456726,-80.00820923,-55.94599915,28.68327332,174.7506104
0.30,-0.5767211914,-0.6888122559,0.4564971924,-0.7035675049,-0.6446533203,0.2723083496,-0.03353319317,0.05146372318,-0.008103466593,0.01374111231,-0.1054691672,-0.01119939145,-332.5014038,-95.70860291,-79.62307739,-56.18669128,28.55984497,174.7098999
0.31,-0.5780792236,-0.6853637695,0.457901001,-0.699432373,-0.6467132568,0.2761535645,-0.03478647768,0.05401290208,-0.00911227148,0.01909885928,-0.08965025842,-0.01954147778,-332.7113647,-95.74287415,-79.74630737,-56.01672363,28.71809387,174.7147064
0.32,-0.5768127441,-0.6831359863,0.4562530518,-0.7051391602,-0.6496582031,0.278213501,-0.03056270257,0.05873442069,-0.003114034189,0.02088823728,-0.08276598901,-0.03051636368,-332.3474731,-95.65826416,-79.41722107,-55.98854065,28.55622864,174.8256073
0.33,-0.5760192871,-0.6822662354,0.4534606934,-0.7132110596,-0.6473999023,0.2744140625,-0.02869822457,0.0607733354,-0.00289565511,0.01536617335,-0.07278765738,-0.03812927753,-332.3167725,-95.66136169,-79.99005127,-56.03309631,28.69729614,174.8578491
0.34,-0.5773468018,-0.6854095459,0.4528198242,-0.716583252,-0.6481781006,0.2644195557,-0.0225543119,0.05938343331,-0.002974484582,0.009064069018,-0.04655019194,-0.03721421212,-332.509491,-95.6121521,-79.83119202,-56.16134644,28.68768311,174.7867279
0.35,-0.5754852295,-0.6865539551,0.4563751221,-0.7223815918,-0.652557373,0.2625579834,-0.01819125377,0.05178996176,0.001283643651,0.0003826962493,-0.01624182053,-0.04161615297,-332.3905945,-95.59370422,-79.74580383,-55.97312927,28.6594696,174.7602692
0.36,-0.5746307373,-0.6852111816,0.4562225342,-0.735534668,-0.6576080322,0.2662658691,-0.01344470214,0.03717426583,0.005955627188,-0.003593669506,0.01042467728,-0.02564064786,-332.6713867,-95.6282959,-79.942276,-55.95635986,28.77970886,174.8351898
0.37,-0.5729370117,-0.6833648682,0.4550933838,-0.7450714111,-0.6589050293,0.2710113525,-0.009114935063,0.02849076316,0.01176557969,-0.007287740242,0.03014218993,-0.0006404902088,-332.4114685,-95.76860046,-79.98168945,-56.04412842,28.60046387,174.8261261
0.38,-0.5708312988,-0.6847686768,0.4519958496,-0.7384643555,-0.6549682617,0.2694702148,-0.00922918506,0.01746261306,0.01249075774,-0.01205080375,0.02789501473,0.009433715604,-332.3065796,-95.99591064,-79.8258667,-56.02146912,28.73652649,174.8989868
0.39,-0.571762085,-0.6897888184,0.4499969482,-0.7194671631,-0.6488494873,0.2700653076,-0.01090777479,0.006685599685,0.01032986958,-0.007142331451,0.01956358179,0.004050667863,-332.0325623,-96.0506134,-79.84518433,-56.00866699,28.8170929,174.7603149
0.40,-0.5739746094,-0.6929779053,0.4507293701,-0.7057342529,-0.6475372314,0.2718048096,-0.01175785623,0.003308444982,0.00729386555,0.00007616640505,0.009306150489,-0.004705273081,-332.7383423,-95.86483765,-80.08026123,-56.22860718,28.63923645,174.6597443
0.41,-0.574432373,-0.6925506592,0.448059082,-0.703704834,-0.6480102539,0.2758483887,-0.01221565343,-0.01163188834,0.007384146564,0.00512179127,-0.0106875319,-0.008378837258,-332.2842407,-95.84790039,-79.94648743,-55.94348145,28.69403076,174.7900391
0.42,-0.5738983154,-0.6928863525,0.4461517334,-0.7065734863,-0.6484222412,0.2774353027,-0.01087714918,-0.01226545498,0.003731355071,0.01003931835,-0.02830061316,-0.007283479441,-332.5274048,-96.14486694,-80.07104492,-56.1469574,28.60528564,174.6625824
0.43,-0.5762634277,-0.6955566406,0.4432220459,-0.7032623291,-0.6469573975,0.2767333984,-0.0112127075,-0.01872921363,0.002399508143,0.01366281509,-0.04241616651,-0.007060838863,-332.0103149,-95.96427917,-79.56668091,-56.08764648,28.60372925,174.6917725
0.44,-0.5796356201,-0.6959381104,0.4456329346,-0.6962432861,-0.6485290527,0.2719116211,-0.00424241554,-0.02107625641,-0.00800492987,0.01336986758,-0.06000448018,-0.01083107572,-332.0995178,-95.99002075,-79.86442566,-56.19998169,28.64508057,174.6750488
0.45,-0.5814819336,-0.6983184814,0.4457855225,-0.6919555664,-0.652633667,0.2678985596,-0.0006844323943,-0.01907409169,-0.01064651925,0.01140525378,-0.06262236834,-0.02634212561,-332.2171936,-96.13194275,-79.72698975,-56.3536377,28.71273804,174.6302643
0.46,-0.5825653076,-0.6983184814,0.4425048828,-0.6973419189,-0.6576843262,0.2648162842,0.002037051832,-0.01862801239,-0.008338357322,0.01318104938,-0.06666451693,-0.03669809178,-332.4216309,-96.01185608,-79.65324402,-56.55549622,28.76399231,174.6438293
0.47,-0.5839080811,-0.6995697021,0.4414825439,-0.7058410645,-0.6600494385,0.2667999268,0.005455485545,-0.01684209704,-0.01168168988,0.02407311276,-0.05178516731,-0.04162574187,-332.5766296,-95.91584778,-80.00953674,-56.10302734,28.80786133,174.6006927
0.48,-0.5825042725,-0.6962127686,0.439666748,-0.7057037354,-0.6624298096,0.2702941895,0.01115917787,-0.01427933667,-0.01177756395,0.02893950604,-0.06198028103,-0.0559886992,-332.2853088,-95.94760132,-79.57374573,-56.38102722,28.94238281,174.4657898
0.49,-0.5843353271,-0.6924591064,0.4379119873,-0.7099456787,-0.664932251,0.2576293945,0.01443593111,-0.01129340101,-0.01269289199,0.02322702482,-0.05042109638,-0.05877276883,-332.0315247,-96.40324402,-79.84265137,-56.21577454,28.97581482,174.4666901
0.50,-0.5856323242,-0.6940002441,0.4381713867,-0.7156219482,-0.6632232666,0.2503967285,0.02182327397,-0.006758303847,-0.01088380627,0.02533598244,-0.03772820532,-0.07089015096,-332.5583496,-96.06524658,-80.10792542,-56.30355835,28.90641785,174.5567932
0.51,-0.5854797363,-0.6945800781,0.4369354248,-0.7111206055,-0.6639556885,0.2558898926,0.02787024714,-0.005533515941,-0.01032241248,0.02496047691,-0.05129114911,-0.07748600096,-332.3755493,-96.22747803,-79.99411011,-56.52125549,29.07873535,174.3167725
0.52,-0.5877838135,-0.6925048828,0.4375915527,-0.7272491455,-0.6615142822,0.2468261719,0.02939064614,-0.00471938774,-0.0127749173,0.01956225,-0.04923598841,-0.06724774837,-332.0579834,-96.00370789,-79.97657776,-56.19261169,29.0821228,174.5572357
0.53,-0.5894012451,-0.6900482178,0.4366760254,-0.7433776855,-0.654296875,0.2443695068,0.02942766435,0.0001776328427,-0.01962696388,0.01812946983,-0.04557707161,-0.04098951072,-332.1731873,-96.00524902,-80.06524658,-56.44616699,29.08203125,174.5921326
0.54,-0.59034729,-0.6899261475,0.4391937256,-0.7504425049,-0.6517181396,0.2440795898,0.02656210214,-0.001944373944,-0.02859009989,0.01759284176,-0.04482339695,-0.02292129397,-331.9736023,-96.28515625,-80.05639648,-56.56376648,28.88206482,174.3868256
0.55,-0.591796875,-0.6867980957,0.4397735596,-0.7437591553,-0.6512145996,0.2431945801,0.02331704088,-0.00209644041,-0.03089879453,0.01361700892,-0.04216130078,-0.01738538221,-332.0233765,-96.41491699,-79.74713135,-56.36109924,28.80767822,174.2946625
0.56,-0.5895233154,-0.6818389893,0.4384918213,-0.734954834,-0.6481781006,0.2436676025,0.01918035187,-0.005784652196,-0.0418811366,0.01486097183,-0.02995523624,-0.02197107859,-332.5835266,-96.3611145,-79.85806274,-56.62693787,28.8240509,174.1687469
0.57,-0.5880126953,-0.6802978516,0.4361572266,-0.7332000732,-0.6486206055,0.2421264648,0.006997722201,-0.004868790973,-0.05055718496,0.01931830496,-0.02552000806,-0.01919846237,-332.4248657,-96.24238586,-79.91572571,-56.44692993,28.99824524,174.3533478
0.58,-0.5880584717,-0.6797790527,0.435760498,-0.7297363281,-0.6460876465,0.2431488037,-0.003397660796,-0.006701578386,-0.06154059246,0.02199611254,-0.01944640279,-0.02227494493,-332.2854919,-96.22900391,-79.72865295,-56.3445282,29.01602173,174.3975677
0.59,-0.5885467529,-0.67918396,0.4354553223,-0.7330322266,-0.6476898193,0.2462921143,-0.005394232925,-0.01267877687,-0.0692935884,0.02202061377,-0.0145717524,-0.02819834836,-332.943573,-96.1159668,-80.00718689,-56.48954773,29.13032532,174.5811157
0.60,-0.5875854492,-0.6777496338,0.4345245361,-0.7406158447,-0.649230957,0.2461700439,0.000861798937,-0.02118917555,-0.07009972632,0.02727263421,-0.008786833845,-0.02550029941,-332.7817383,-96.36958313,-80.08500671,-56.5115509,28.95713806,174.3577728
0.61,-0.5867462158,-0.6782531738,0.4318084717,-0.7445678711,-0.646484375,0.2490539551,0.01206198893,-0.03317579627,-0.06048518047,0.03293451294,0.0006021407316,-0.01815583371,-332.4411926,-96.00753784,-80.19677734,-56.59648132,29.07228088,174.3446503
0.62,-0.5820159912,-0.6793365479,0.4267272949,-0.737701416,-0.6472473145,0.2463226318,0.03335475922,-0.0510735698,-0.0540840067,0.0334876515,0.01104040071,-0.02464302815,-332.7977905,-95.98802185,-80.33636475,-56.11091614,29.25654602,174.4116058
0.63,-0.5802001953,-0.6820526123,0.4198913574,-0.7291259766,-0.6457977295,0.2425231934,0.06168440357,-0.06126921624,-0.03784298524,0.03098854236,0.01459545456,-0.03529141098,-332.7374268,-96.15866089,-80.05354309,-56.63339233,28.92282104,174.408905
0.64,-0.5793914795,-0.6833496094,0.41796875,-0.7250976563,-0.6459655762,0.2452087402,0.09464767575,-0.0615086332,-0.01904373243,0.03291693702,0.01357626263,-0.04455122352,-332.9508057,-96.09291077,-79.9201355,-56.55278015,28.94883728,174.5756683
0.65,-0.5807647705,-0.6828308105,0.415802002,-0.7264099121,-0.6439208984,0.2449951172,0.1149276495,-0.04956994951,0.001063400181,0.0315358229,0.01724769548,-0.05262965709,-332.8748779,-95.90136719,-80.37075806,-56.39686584,29.26968384,174.5354767
0.66,-0.5833587646,-0.6821899414,0.4113006592,-0.7252502441,-0.6432800293,0.2410583496,0.1302384287,-0.01736034825,0.003752127523,0.02813975886,0.0149560459,-0.05928196386,-332.6675415,-96.35401917,-80.29342651,-56.42671204,29.08062744,174.4538879
0.67,-0.5853881836,-0.6786499023,0.4089355469,-0.7222747803,-0.6410980225,0.2429962158,0.1421885639,0.04563912377,-0.01397174224,0.02645211294,0.02327815816,-0.06491668522,-333.0666199,-96.23075867,-80.28767395,-56.13761902,29.07875061,174.5189819
0.68,-0.5959625244,-0.6788330078,0.4077758789,-0.7259063721,-0.6388549805,0.2428436279,0.1419259757,0.07553363591,-0.03077389114,0.02662175708,0.03600806743,-0.06548153609,-332.6863098,-96.1774292,-80.76986694,-56.6199646,29.08323669,174.5028076
0.69,-0.5978088379,-0.675567627,0.4264831543,-0.7281646729,-0.6356201172,0.2366485596,0.1434644908,0.09060020745,-0.03553429246,0.0181305334,0.04995797202,-0.06072726473,-332.6691284,-96.17578125,-80.15071106,-56.0896759,29.1499939,174.5024109
0.70,-0.601272583,-0.6725006104,0.4374237061,-0.7246856689,-0.6346435547,0.2358551025,0.1447739601,0.09067930281,-0.03477342799,0.02060780674,0.07854700834,-0.06091874465,-332.7798462,-96.39237976,-80.14334106,-56.36380005,29.14413452,174.5541992
0.71,-0.606338501,-0.6723480225,0.440826416,-0.7230072021,-0.6277618408,0.2339477539,0.1397650838,0.07426916808,-0.02759460919,0.02452611551,0.1127230823,-0.07066884637,-332.4393005,-95.90063477,-80.26716614,-56.32843018,29.37620544,174.7253876
0.72,-0.6068878174,-0.6734161377,0.4488830566,-0.7308502197,-0.6218719482,0.2304992676,0.132542327,0.05375084653,-0.02002483979,0.03066017479,0.1302871704,-0.06083112583,-332.942749,-96.29341125,-80.45701599,-56.35386658,29.20741272,174.6863708
0.73,-0.6082305908,-0.6758880615,0.4552459717,-0.7395019531,-0.6200714111,0.2310333252,0.1263153255,0.03509007767,-0.01697126031,0.03208043799,0.1203714162,-0.05157744139,-332.8357544,-95.81913757,-80.49221802,-56.64022827,29.06408691,174.7190704
0.74,-0.6106719971,-0.6782531738,0.4568023682,-0.749710083,-0.6143188477,0.2349853516,0.1189681962,0.02076546662,-0.008259527385,0.03096430749,0.09348547459,-0.04230511189,-333.3002319,-96.23542786,-80.43753052,-56.45492554,29.19963074,174.8069611
0.75,-0.609588623,-0.6753387451,0.457901001,-0.7546691895,-0.612991333,0.2368621826,0.1061677113,0.01211365405,-0.002261290094,0.01494246442,0.07059773803,0.001502022846,-332.8001099,-96.09687805,-80.45780945,-56.7245636,29.0118866,174.7656097
0.76,-0.6114196777,-0.6740264893,0.4600067139,-0.7589416504,-0.6113433838,0.2348480225,0.09831564873,0.007614243776,0.003595800139,0.02369680628,0.05015185103,0.00531513663,-332.9164429,-96.13088989,-80.43925476,-56.49302673,29.15670776,174.7051086
0.77,-0.6113891602,-0.6769561768,0.4600372314,-0.7452697754,-0.6178283691,0.2444763184,0.08468452841,-0.003270894522,0.001943574985,0.037701305,0.04758269712,0.001414937433,-333.0883789,-96.35476685,-80.53875732,-56.309021,29.21061707,174.8621216
0.79,-0.6067199707,-0.6824645996,0.4586029053,-0.7293243408,-0.6301574707,0.2535095215,0.07033648342,-0.007213970646,0.004542287439,0.05305283144,0.02078437433,-0.01015676372,-332.5765991,-96.04417419,-80.46733093,-56.56092834,29.11357117,174.7838745
0.80,-0.60105896,-0.6897583008,0.4553222656,-0.7211914063,-0.6361541748,0.2680053711,0.06282396615,-0.01426602155,0.009672334418,0.07519994676,0.01048672944,-0.03401016444,-332.1292114,-96.02163696,-80.37435913,-56.51419067,29.37911987,174.7666168
0.81,-0.5920562744,-0.6945800781,0.4534759521,-0.7250823975,-0.637878418,0.2771606445,0.05910619721,-0.01085131615,0.008729576133,0.09317015857,0.008856874891,-0.04335173592,-332.5186157,-96.11872864,-80.59440613,-56.45095825,29.32969666,174.8890839
0.82,-0.5885009766,-0.6999969482,0.4454803467,-0.7430725098,-0.6376037598,0.2773742676,0.0641374439,0.0001478054328,0.009132778272,0.09742349386,0.006167348474,-0.02860847488,-332.6920166,-96.16545105,-80.66366577,-56.65496826,29.30090332,174.6107788
0.83,-0.5866088867,-0.7062072754,0.4351501465,-0.754776001,-0.6363525391,0.2765655518,0.05602918193,0.04417997971,0.009472331032,0.09450440109,-0.0006229133578,-0.0165331699,-332.3986511,-96.14378357,-80.66365051,-56.42941284,29.45083618,174.8126984
0.84,-0.5852813721,-0.7049560547,0.4200134277,-0.7574768066,-0.6342163086,0.2802734375,0.05145307258,0.0917179361,0.01157383155,0.08593355119,-0.01492328942,-0.007587878499,-332.2664795,-96.23983765,-80.53869629,-56.63346863,29.17408752,174.659729
0.85,-0.5774383545,-0.6954040527,0.4063873291,-0.7577819824,-0.6354064941,0.2802429199,0.0515377596,0.1354848593,0.01999741048,0.08350661397,-0.02307123132,-0.00622700341,-332.500061,-96.46943665,-80.45852661,-56.46228027,29.35067749,174.7344208
0.86,-0.5688934326,-0.6843109131,0.40184021,-0.7566375732,-0.6423339844,0.2792510986,0.04467000067,0.2193680406,0.04888205603,0.08286745101,-0.004771585576,-0.01176504698,-332.7757568,-96.81034851,-80.71580505,-56.41062927,29.43940735,174.6301727
0.87,-0.5430755615,-0.6783599854,0.393737793,-0.7589569092,-0.6447906494,0.2807922363,0.04437385499,0.3608524799,0.1177657843,0.09009473771,0.02487605438,-0.02262674831,-332.2430725,-96.70349121,-80.1880188,-56.59153748,29.15031433,174.6195679
0.88,-0.4947052002,-0.6759796143,0.3682556152,-0.7675018311,-0.6421356201,0.2870941162,0.08730401099,0.4908086061,0.1463982314,0.1077573523,0.06976922601,-0.04124357551,-332.0092468,-97.47998047,-80.31388855,-56.82569885,29.61729431,174.8144836
0.89,-0.4991455078,-0.7184448242,0.3148651123,-0.776763916,-0.6417236328,0.2911224365,0.1384321749,0.5719788074,0.127826944,0.1319348663,0.1281867325,-0.04685458913,-331.6392212,-97.52124023,-80.12242126,-56.80606079,29.47923279,174.8296356
0.90,-0.4957275391,-0.7401428223,0.2991027832,-0.788269043,-0.6394500732,0.2914428711,0.1700606793,0.6822608709,0.08016354591,0.1573581994,0.1897302568,-0.04475415498,-331.0895081,-97.9397583,-80.076828,-56.72520447,29.43092346,174.8562012
0.91,-0.4648284912,-0.7395172119,0.3196563721,-0.7849121094,-0.6339874268,0.291809082,0.1943151504,0.7384439707,0.05275642127,0.1863115579,0.2853667736,-0.07774486393,-329.8143616,-98.33380127,-79.96325684,-56.38186646,29.59275818,174.8894348
0.92,-0.4733123779,-0.7303009033,0.3328094482,-0.7366333008,-0.6280822754,0.3125305176,0.2019610852,0.7191829085,0.03257685155,0.2182670832,0.3257378936,-0.1576772481,-329.8199463,-99.45672607,-80.58868408,-56.87553406,29.60655212,175.1654205
0.93,-0.5038452148,-0.7149200439,0.3605651855,-0.7068328857,-0.6172180176,0.3363800049,0.2024902552,0.6817356944,0.03589088842,0.250633806,0.4016089439,-0.2722163498,-329.1719971,-100.3552246,-80.95397949,-56.47506714,29.82780457,175.4398193
0.94,-0.5151367188,-0.7052154541,0.3913726807,-0.6904907227,-0.6019744873,0.3604278564,0.2109127641,0.6430548429,0.05528242886,0.2714712024,0.5650005341,-0.3922189176,-328.6297607,-100.708313,-81.85061646,-57.09829712,30.1885376,175.5611267
0.95,-0.5241241455,-0.7077484131,0.4071502686,-0.6763000488,-0.5793914795,0.3975830078,0.2240283042,0.5901844501,0.07978404313,0.3045473695,0.771276474,-0.503213048,-328.2163086,-101.3695831,-82.54570007,-57.23426819,30.33743286,175.9695892
0.96,-0.5352630615,-0.710067749,0.4144439697,-0.6951446533,-0.5373687744,0.4531707764,0.2285673916,0.5336173177,0.1000541598,0.3767222464,0.8780711293,-0.5691593289,-328.640564,-102.4532623,-83.62513733,-57.49168396,30.61003113,176.1823578
0.97,-0.540802002,-0.7125701904,0.4235839844,-0.7567901611,-0.4788970947,0.5614929199,0.2253207415,0.4872056246,0.1171223596,0.5046892762,0.9285715818,-0.6005704999,-327.3791199,-102.9775848,-83.88258362,-57.49172974,31.00112915,176.3421936
0.98,-0.5437316895,-0.720123291,0.4296417236,-0.8361968994,-0.4259185791,0.6593017578,0.2246682644,0.4523829222,0.1319628209,0.6446114779,0.9167377949,-0.6014794707,-327.2679443,-103.662384,-84.62078857,-57.40153503,31.3069458,176.412674
0.99,-0.5455322266,-0.7331695557,0.4339447021,-0.886505127,-0.3794250488,0.7026672363,0.2254381776,0.4307188988,0.143615216,0.8017259836,0.80715698,-0.6177495122,-326.4499512,-103.8372192,-85.5614624,-57.75132751,31.5327301,176.4415283
1.00,-0.5442047119,-0.7459411621,0.4356384277,-0.9162902832,-0.3336486816,0.7195281982,0.2390266955,0.4170536995,0.1532793045,0.945861876,0.6521279812,-0.655569315,-326.3721924,-104.5589142,-86.05480957,-58.08476257,31.78048706,176.3564148
1.01,-0.5398864746,-0.7546234131,0.4321899414,-0.9375610352,-0.2879486084,0.700958252,0.2519052029,0.4192233682,0.150505349,1.046928525,0.4617718756,-0.6885059476,-325.354126,-104.8097992,-86.46348572,-57.99081421,32.12167358,176.1615906
