Elapsed time (s),,Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel-X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
0.25,,-0.6409301758,-0.4943237305,0.5645294189,-0.9018707275,-0.3137207031,-0.2533416748,0.04313362017,0.1633042395,-0.05855945125,0.004814462736,0.01165239513,0.07166460156,-318.4596558,-111.7694092,-87.33720398,-52.31312561,51.14463806,150.6336517
0.26,,-0.6365509033,-0.4930114746,0.5606842041,-0.8963165283,-0.3154144287,-0.2495117188,0.04526734725,0.1739441007,-0.05663451552,0.002427471336,-0.00484775193,0.06311931461,-318.0923462,-112.4243622,-87.13644409,-52.4316864,51.26705933,150.6091461
0.27,,-0.6332092285,-0.4914093018,0.5615081787,-0.8807373047,-0.3189849854,-0.251159668,0.03989361972,0.1718729585,-0.05779352412,0.01165798772,0.001421595342,0.04011759162,-317.348938,-112.2635498,-86.9190979,-52.33125305,51.0789032,150.3562622
0.28,,-0.6371154785,-0.4925994873,0.5660858154,-0.866027832,-0.3246307373,-0.2503509521,0.04328009486,0.1608392149,-0.05225707963,0.03852475435,0.01654701866,0.001721467357,-318.0687256,-111.8969574,-86.97120667,-52.32177734,51.27944946,150.4968872
0.29,,-0.6353912354,-0.4981842041,0.5705566406,-0.8546295166,-0.3253936768,-0.2430267334,0.04900668934,0.1457942128,-0.04101454467,0.06439843029,0.003185407026,-0.03512949124,-318.4677734,-111.8629608,-87.35002136,-52.31561279,51.19874573,150.4507904
0.30,,-0.6367645264,-0.5037231445,0.5756225586,-0.8549499512,-0.3204803467,-0.240737915,0.05718525872,0.1256228983,-0.02807158232,0.07947325706,-0.0272707697,-0.0712826997,-317.8008423,-111.9230194,-86.90206909,-52.26664734,51.23754883,150.4356842
0.31,,-0.641418457,-0.5079956055,0.581451416,-0.8583068848,-0.3175048828,-0.2520294189,0.06726372242,0.1072745249,-0.01723704301,0.0887138918,-0.04575444013,-0.1096913442,-318.5783997,-112.2024384,-86.73869324,-52.21304321,51.32862854,150.3619843
0.32,,-0.6454620361,-0.5129394531,0.5840148926,-0.860748291,-0.317565918,-0.265838623,0.07180547714,0.08521689475,-0.00959084183,0.09694705158,-0.05914241448,-0.1381088644,-318.0211487,-112.275116,-86.87147522,-52.28060913,51.3625946,150.2284393
0.33,,-0.649520874,-0.5162200928,0.5840148926,-0.8686828613,-0.3172607422,-0.2767944336,0.0754417628,0.0692230165,-0.001570466091,0.09837903082,-0.08537428826,-0.1663421094,-317.9945679,-111.8023529,-86.90760803,-52.38554382,51.42958069,150.2806549
0.34,,-0.6492614746,-0.5195007324,0.5820922852,-0.8789215088,-0.3155059814,-0.2812194824,0.08110044152,0.06032219529,-0.002731604269,0.1029591411,-0.1094324812,-0.1734724492,-317.7659302,-111.8442841,-86.80252075,-52.52789307,51.72109985,150.4250183
0.35,,-0.6422576904,-0.5224761963,0.5765228271,-0.9005584717,-0.3151550293,-0.285736084,0.0853998512,0.05965693668,-0.00152386073,0.1101139858,-0.1175982654,-0.156535551,-318.0845947,-111.8348999,-87.14904785,-52.25354004,51.77067566,150.394043
0.36,,-0.6360168457,-0.527633667,0.5699310303,-0.9220428467,-0.3088531494,-0.2916717529,0.09368281811,0.06805042177,-0.002636529505,0.1047961861,-0.1166118309,-0.1275371909,-318.124176,-112.1374512,-87.02062988,-52.50256348,51.86483765,150.4100342
0.37,,-0.6303710938,-0.5318450928,0.5631408691,-0.9343414307,-0.3011779785,-0.3061828613,0.09651881456,0.07136685401,0.00007483482477,0.08147967607,-0.1059565246,-0.09037170559,-317.8734131,-111.9916992,-86.80836487,-52.14457703,51.92521667,150.2573395
0.38,,-0.6251373291,-0.5341339111,0.560333252,-0.942779541,-0.2956237793,-0.3216705322,0.105516836,0.07360444218,0.005132976454,0.06044283882,-0.08006393909,-0.05099607259,-317.1516724,-112.0847168,-86.80142212,-52.36399841,52.03752136,150.3148346
0.39,,-0.6206665039,-0.5346374512,0.5606536865,-0.9476928711,-0.2912445068,-0.3276519775,0.1116282567,0.07622180134,0.009523730725,0.04664446786,-0.0481765829,-0.01240953151,-317.6754761,-112.0732422,-87.03442383,-52.24539185,51.85987854,150.3427429
0.40,,-0.6204071045,-0.5352478027,0.5636901855,-0.9429321289,-0.2896270752,-0.3202667236,0.1203138903,0.07788840681,0.01402473915,0.05757487938,-0.02469069883,0.006774283014,-317.4906006,-112.3638306,-87.00611877,-52.20585632,51.97271729,150.2702942
0.41,,-0.6251983643,-0.5359649658,0.5673217773,-0.9295349121,-0.2934570313,-0.3047180176,0.1267563403,0.07898882776,0.01662451588,0.07463748753,-0.01747033745,0.001173122437,-317.7590942,-112.648468,-86.9211731,-52.08680725,51.96327209,150.2486725
0.42,,-0.6302185059,-0.5352325439,0.5670318604,-0.908782959,-0.297164917,-0.2972717285,0.1254945397,0.07672806829,0.02122752368,0.08654394746,-0.00939589832,-0.01903441176,-316.7893982,-112.3135986,-87.11891174,-52.18141174,52.10816956,150.2684174
0.43,,-0.6342926025,-0.5328826904,0.5679321289,-0.8993682861,-0.3023376465,-0.3014984131,0.1226052791,0.06882832944,0.01936890371,0.09517578036,0.007642739452,-0.03202238306,-317.9092407,-112.5393372,-87.13549805,-52.45022583,52.03874207,150.1502991
0.44,,-0.6375579834,-0.5315551758,0.5687103271,-0.9024200439,-0.304901123,-0.3069763184,0.1178446114,0.06163913012,0.01734729856,0.09782189876,0.02488803864,-0.02350559272,-317.486084,-112.3445282,-86.842453,-52.3969574,52.10568237,150.1821594
0.45,,-0.6370544434,-0.5309295654,0.5699768066,-0.9211425781,-0.305557251,-0.3113250732,0.1098817587,0.05153270066,0.01465271227,0.09006038308,0.02226668969,0.003204315435,-317.3658142,-112.0928497,-86.82905579,-52.24287415,52.10754395,150.0386658
0.46,,-0.633392334,-0.53074646,0.5693359375,-0.9356994629,-0.3062438965,-0.3121032715,0.107425794,0.04683674872,0.0108702248,0.07717654109,0.01626498997,0.02865561284,-316.7466431,-112.4032898,-86.65068054,-52.23658752,52.07633972,150.2319183
0.47,,-0.6269989014,-0.5335083008,0.5676727295,-0.9338989258,-0.305770874,-0.318145752,0.1086074337,0.04694034532,0.01466416381,0.0582270883,0.01748311892,0.04850708321,-317.680603,-112.5470123,-87.01174927,-52.33909607,52.0655365,150.1640167
0.48,,-0.6212615967,-0.5359191895,0.5659942627,-0.928527832,-0.3108215332,-0.3176727295,0.1035958976,0.04462259635,0.01153894421,0.04563273117,0.01847727783,0.06646557897,-317.5508118,-112.5107117,-87.0410614,-52.60708618,52.12631226,150.313385
0.49,,-0.6215362549,-0.5364837646,0.5652923584,-0.9231719971,-0.3134155273,-0.3101806641,0.09949037433,0.0458974503,0.01281539723,0.05703239143,0.02276523411,0.07961786538,-317.9200745,-112.5690613,-87.24838257,-52.37863159,52.13308716,150.3422852
0.50,,-0.6193847656,-0.5390014648,0.5671539307,-0.9170074463,-0.31690979,-0.300201416,0.09484608471,0.03567517176,0.01042813994,0.0636434257,0.03151478246,0.09201408178,-318.1891174,-112.6355133,-87.04460144,-52.59373474,52.00883484,150.2592621
0.51,,-0.6194000244,-0.5402374268,0.5697937012,-0.9115447998,-0.3143310547,-0.2961425781,0.08903826028,0.02451519668,0.009174589999,0.07347421348,0.03767281026,0.09285803139,-317.0710144,-112.1636963,-86.67318726,-52.52716064,52.06993103,150.4091339
0.52,,-0.6200256348,-0.5410766602,0.5697021484,-0.8990783691,-0.3119812012,-0.2982940674,0.08359609544,0.01430250611,0.008444084786,0.07642686367,0.0305286143,0.08056595176,-317.9313965,-112.6912384,-87.01719666,-52.72879028,51.95869446,150.3729706
0.53,,-0.6209259033,-0.5416564941,0.5680847168,-0.8869476318,-0.3137054443,-0.3059844971,0.07343373448,-0.002909503412,0.01277837902,0.08110896498,0.01996385492,0.05215960741,-318.3295288,-112.7136078,-86.66517639,-52.31304932,52.02696228,150.3630829
0.54,,-0.623336792,-0.541809082,0.5681610107,-0.8777008057,-0.3148651123,-0.3106384277,0.06196669862,-0.02111513913,0.01716274209,0.08060296625,0.03367300704,0.04951082915,-317.6452942,-112.7967834,-87.41381836,-52.44532776,52.0247345,150.4144897
0.55,,-0.6246490479,-0.5428619385,0.5697784424,-0.8894195557,-0.3177337646,-0.3113555908,0.05138356239,-0.04055248573,0.01565459371,0.07937151939,0.02442305163,0.05635488406,-317.7140503,-112.733429,-87.22003174,-52.38975525,51.90544128,150.4778748
0.56,,-0.624420166,-0.547164917,0.56980896,-0.8969116211,-0.3204956055,-0.3148040771,0.04963413253,-0.04934810847,0.02139876597,0.06820595264,0.03100824915,0.05141765252,-318.0410156,-113.0097046,-87.31513977,-52.44262695,51.98693848,150.361618
0.57,,-0.6216888428,-0.5501098633,0.5639953613,-0.887512207,-0.3221893311,-0.3262176514,0.04805407673,-0.05658844486,0.0267714262,0.04794994742,0.04420235008,0.03476863354,-317.4345703,-112.5442352,-87.32557678,-52.62928772,51.87409973,150.3699493
0.58,,-0.6172943115,-0.552520752,0.5569152832,-0.880569458,-0.3238830566,-0.3391265869,0.05041417107,-0.05964495242,0.03916524723,0.02385366708,0.03284795955,0.01916623674,-317.7762451,-112.6434021,-87.38449097,-52.48620605,51.80429077,150.5424347
0.59,,-0.6121826172,-0.5588684082,0.5512237549,-0.8807220459,-0.321472168,-0.3501586914,0.05284137651,-0.05704784021,0.04005687311,-0.003991013393,0.0189308133,0.0152503252,-318.371521,-112.7041016,-87.19885254,-52.3828125,52.03414917,150.6260376
0.60,,-0.6094818115,-0.5658874512,0.5445251465,-0.8942718506,-0.3139038086,-0.3558349609,0.0542139709,-0.0495329313,0.04100868478,-0.03458753973,0.0117994016,0.03287672251,-317.8143616,-112.3032227,-87.01344299,-52.50161743,51.87290955,150.3909302
0.61,,-0.6099243164,-0.5682373047,0.5433044434,-0.9088287354,-0.311126709,-0.3617401123,0.05412129313,-0.04246090725,0.03837694973,-0.06596809626,-0.001627990394,0.06493639201,-317.6283569,-112.8558197,-87.32984924,-52.7454834,51.775177,150.4593964
0.62,,-0.6123657227,-0.5678710938,0.5404968262,-0.9170379639,-0.306137085,-0.3626861572,0.05951286107,-0.02971182205,0.03369005397,-0.09505461156,-0.01010536496,0.08930830657,-317.9325562,-112.8487854,-87.61143494,-52.6459198,51.72200012,150.4405365
0.63,,-0.6102905273,-0.5645141602,0.5384521484,-0.9124450684,-0.3050231934,-0.3565063477,0.0643896386,-0.01785702817,0.03896630928,-0.1129214913,-0.01125079021,0.09941793233,-318.2779236,-112.644165,-87.29353333,-52.34732056,51.50074768,150.3849487
0.64,,-0.6092681885,-0.5583496094,0.5364837646,-0.9004516602,-0.3064575195,-0.3463592529,0.06615106016,-0.009185775183,0.04285452142,-0.1180949509,0.004393150564,0.1117478386,-317.3826904,-112.6214905,-87.03141785,-52.40893555,51.51416016,150.3487396
0.65,,-0.6071777344,-0.5523681641,0.5347442627,-0.8886108398,-0.3109588623,-0.3311920166,0.06874550879,0.0002367550187,0.05176119879,-0.1151713282,0.02455114946,0.1091957316,-317.4552612,-112.6849518,-87.37101746,-52.27586365,51.459198,150.4609375
0.66,,-0.6054992676,-0.5514984131,0.536605835,-0.8738098145,-0.3132324219,-0.3181762695,0.0639475584,-0.002786731813,0.05619269982,-0.1049415991,0.0296598915,0.1017050594,-317.4776001,-112.2827148,-87.29255676,-52.63760376,51.29449463,150.5547333
0.67,,-0.6044006348,-0.552947998,0.5419158936,-0.8681793213,-0.3153991699,-0.3087615967,0.05776183307,-0.004591023549,0.06179439276,-0.09627167135,0.003294862807,0.08050709218,-317.2498169,-113.0892334,-87.27220154,-52.55783081,51.41616821,150.5461731
0.68,,-0.602432251,-0.5529174805,0.5438079834,-0.8600311279,-0.3157348633,-0.3051452637,0.05345443636,-0.01179354265,0.06596276909,-0.08906516433,-0.007177485619,0.04286171496,-317.6705322,-112.814621,-87.67192078,-52.72824097,51.28091431,150.4104462
0.69,,-0.6042785645,-0.5524291992,0.5438232422,-0.8472900391,-0.3192749023,-0.3010559082,0.0462985225,-0.02164191194,0.07034606487,-0.07837363333,-0.0128612034,0.004861600697,-317.5482788,-113.2559509,-86.79299927,-52.44924927,51.31680298,150.5065918
0.70,,-0.6072235107,-0.5502624512,0.5444793701,-0.8389282227,-0.3243255615,-0.297668457,0.04109390825,-0.03751195595,0.0756129995,-0.06599179655,-0.01825596951,-0.03851543367,-317.3609619,-112.9755402,-87.65072632,-52.54289246,51.33569336,150.3999481
0.71,,-0.6099395752,-0.5514984131,0.547088623,-0.838470459,-0.3265991211,-0.3010406494,0.04003157094,-0.04971881956,0.07975075394,-0.06611936539,-0.03538648784,-0.07107577473,-317.5637817,-112.8525085,-87.397995,-52.70423889,51.46902466,150.3307037
0.72,,-0.6152801514,-0.5555114746,0.5497283936,-0.8487854004,-0.3249053955,-0.3042907715,0.04388223588,-0.05519774184,0.08290579915,-0.06572042406,-0.05725317076,-0.09560775012,-317.3583984,-112.9888153,-87.75263977,-52.45478821,51.49674988,150.3874969
0.73,,-0.6166381836,-0.561050415,0.5531005859,-0.8659973145,-0.3220825195,-0.2992401123,0.04293068871,-0.05175374076,0.08036807925,-0.05887050554,-0.08960098773,-0.1042702124,-317.5301208,-113.2098846,-87.84022522,-52.50782776,51.40107727,150.2059174
0.74,,-0.614440918,-0.5633087158,0.5555419922,-0.8835296631,-0.3165130615,-0.2903442383,0.03933595493,-0.04330619425,0.07343320549,-0.05299024656,-0.132827282,-0.1044813991,-317.0253601,-113.4795227,-87.33598328,-52.34202576,51.3302002,150.2898712
0.75,,-0.6140289307,-0.5653686523,0.5545043945,-0.8989105225,-0.3141784668,-0.283203125,0.04258101434,-0.02352050506,0.06639207155,-0.04327157512,-0.1597497165,-0.09452863783,-317.0456543,-113.1782684,-87.98721313,-52.58030701,51.47949219,150.1559906
0.76,,-0.6081695557,-0.563293457,0.5460968018,-0.9083099365,-0.3150024414,-0.279510498,0.04563646019,0.004933239426,0.06450815499,-0.03167457134,-0.1633580327,-0.08167888224,-317.1002197,-112.9103546,-87.48828125,-52.3381958,51.44084167,150.0294495
0.77,,-0.6029510498,-0.557800293,0.538772583,-0.907913208,-0.3127593994,-0.2743225098,0.04023849964,0.0260694176,0.05943003669,-0.01245187595,-0.1596045792,-0.07616906613,-317.2412109,-112.9638824,-88.05947876,-52.41134644,51.45053101,150.0601807
0.79,,-0.6067657471,-0.5556335449,0.5364074707,-0.9108734131,-0.3125915527,-0.2773284912,0.03964035213,0.0492618233,0.05684037879,-0.0007028082036,-0.1504606158,-0.06774176657,-317.2207031,-112.9306793,-88.03448486,-52.31427002,51.58798218,150.0763855
0.80,,-0.6143493652,-0.5575408936,0.5397338867,-0.9187927246,-0.30909729,-0.2839508057,0.0357561335,0.06336805224,0.04684580117,-0.002032790799,-0.1621276587,-0.05206080526,-317.3480225,-113.1329193,-87.40751648,-52.42919922,51.5569458,150.0163574
0.81,,-0.62159729,-0.5561676025,0.5438537598,-0.9262390137,-0.3027496338,-0.2924041748,0.03553642333,0.0662823543,0.04277329519,0.0002719087352,-0.1777673364,-0.03988829255,-316.3661804,-113.2124329,-87.75593567,-52.139328,51.4549408,149.8117676
0.82,,-0.6253967285,-0.5556640625,0.5455932617,-0.9217529297,-0.2974090576,-0.2986297607,0.0287229903,0.06865416467,0.03761155903,-0.002208825899,-0.1720109135,-0.04657335952,-316.7712097,-113.5777283,-88.11010742,-52.30796814,51.7208252,149.9213104
0.83,,-0.6286468506,-0.5536651611,0.5473937988,-0.9108276367,-0.3006591797,-0.3114013672,0.01788605563,0.0711985454,0.02779647708,-0.01967623271,-0.1747843325,-0.05571013317,-317.1235352,-113.4363098,-87.75279236,-52.46391296,51.56904602,149.9087677
0.84,,-0.6300201416,-0.5505218506,0.5535125732,-0.9110870361,-0.3040771484,-0.3251647949,0.002368349116,0.06393343955,0.01901230775,-0.0423589088,-0.189529717,-0.05162591115,-317.2647705,-113.4607239,-88.02479553,-52.3469696,51.6138916,149.7251587
0.85,,-0.6292419434,-0.5513305664,0.5591430664,-0.9211883545,-0.3061676025,-0.3339080811,-0.006305832881,0.05826703459,0.009725597687,-0.06082766503,-0.186262548,-0.03546718135,-317.0816345,-113.0578156,-87.68154907,-52.40814209,51.49079895,149.6820374
0.86,,-0.6268615723,-0.5499267578,0.5607147217,-0.9322052002,-0.310333252,-0.3289794922,-0.01503753942,0.04412698001,0.003656520043,-0.07088988274,-0.1662297249,-0.01555472519,-316.7316589,-113.5761871,-87.96470642,-52.18511963,51.49012756,149.8152313
0.87,,-0.6245574951,-0.5483856201,0.5581665039,-0.9312133789,-0.3163452148,-0.3256378174,-0.01274642162,0.03445518017,0.00658652978,-0.07825645804,-0.1512039006,-0.003149454249,-316.3385315,-113.3671265,-87.71311951,-52.23223877,51.61885071,149.7088318
0.88,,-0.6250915527,-0.5501098633,0.5584564209,-0.9250640869,-0.3219909668,-0.3224334717,-0.01573368907,0.02787450887,0.004266916774,-0.09217200428,-0.1391459107,-0.0005065332516,-316.6836243,-113.4164124,-88.05809021,-52.35957336,51.29356384,149.5388641
0.89,,-0.6275634766,-0.5500640869,0.5620269775,-0.9204864502,-0.3210144043,-0.3269042969,-0.02424089052,0.02221768722,-0.00598918274,-0.1061858237,-0.1189841777,0.001652491395,-317.1039429,-113.3873291,-87.87068176,-51.95042419,51.55599976,149.5256653
0.90,,-0.6327667236,-0.5520935059,0.5628356934,-0.9193878174,-0.3177642822,-0.3276824951,-0.03146684542,0.0169289168,-0.01183322351,-0.1213658452,-0.103523463,0.007443268783,-316.9590454,-113.3310242,-87.25157166,-51.98583984,51.70169067,149.4371643
0.91,,-0.6319274902,-0.551651001,0.5636444092,-0.9198150635,-0.3175964355,-0.3260040283,-0.03594148904,0.01515764743,-0.0135517614,-0.1296834201,-0.09557791799,0.00872398261,-316.7795105,-113.3615875,-87.3454895,-51.6605835,51.44075012,149.6473541
0.92,,-0.628112793,-0.5518493652,0.5607757568,-0.918762207,-0.3183441162,-0.3199310303,-0.03697985411,0.0208086092,-0.01445137709,-0.1327106357,-0.08300753683,0.01719043776,-317.0283203,-113.669281,-87.32899475,-51.92895508,51.40602112,149.5251312
0.93,,-0.6260375977,-0.5536956787,0.5569000244,-0.9187469482,-0.3181610107,-0.3137817383,-0.03863154724,0.03057122417,-0.02091380395,-0.1306442916,-0.07315649837,0.0202890262,-316.7438965,-113.7832642,-87.74633789,-51.81944275,51.40917969,149.3140869
0.94,,-0.6230316162,-0.5536651611,0.5566101074,-0.9135894775,-0.3129272461,-0.3034362793,-0.03935139999,0.0421080403,-0.02793309838,-0.1175527275,-0.07862503827,0.01522316132,-316.9943848,-113.4190674,-87.31448364,-51.81764221,51.11668396,149.5326385
0.95,,-0.6179962158,-0.5503997803,0.5589294434,-0.9029083252,-0.3118743896,-0.2957305908,-0.04340872541,0.0459443219,-0.03014831431,-0.1104498133,-0.0858675018,0.003673298052,-316.9234619,-113.5364685,-87.88427734,-51.59867859,51.29067993,149.3273315
0.96,,-0.612121582,-0.5491943359,0.5573883057,-0.8962402344,-0.3112792969,-0.3003845215,-0.03921265155,0.06557661295,-0.03440111503,-0.1110916361,-0.07738347352,-0.004261324182,-316.9062195,-113.5846863,-87.27671814,-51.7394104,51.20474243,149.2035522
0.97,,-0.6096343994,-0.5472717285,0.5535736084,-0.8952331543,-0.3060455322,-0.3043060303,-0.03391136229,0.07597146183,-0.03723924607,-0.1058784947,-0.07316289097,-0.008209194057,-317.0157471,-112.9205017,-87.82221985,-51.74612427,51.25006104,149.3569183
0.98,,-0.6079406738,-0.5417022705,0.5524291992,-0.8945617676,-0.3044586182,-0.306060791,-0.03250041977,0.08973468095,-0.04429103062,-0.1093414053,-0.07360497862,0.0004442152567,-317.0924683,-113.6276093,-87.71864319,-51.47563171,51.05679321,149.2254486
0.99,,-0.605682373,-0.5341339111,0.5528259277,-0.8995361328,-0.3025665283,-0.3091430664,-0.02885508351,0.09423781931,-0.04450781271,-0.1113592833,-0.07235835493,0.01953215525,-317.1716309,-113.2916718,-87.61306763,-51.43792725,51.1366272,149.5601349
1.00,,-0.604888916,-0.5290527344,0.5515441895,-0.901260376,-0.3020477295,-0.3059997559,-0.02922339924,0.09612014145,-0.03977217898,-0.1080915853,-0.06151795387,0.03666160628,-317.3872681,-113.0581512,-87.79483032,-51.40263367,51.04386902,149.4072418
