Phone 1970 time (ns),Watch 1970 time (ns),Time difference,seconds_elapsed,Phone raw seconds_elapsed,,Elapsed time (s),,Phone-Accel-Z,Phone-Accel-Y,Phone-Accel-X,Watch-Accel-Z,Watch-Accel-Y,Watch-Accel_X,Phone-Gyro-Z,Phone-Gyro-Y,Phone-Gyro-X,Watch-Gyro-Z,Watch-Gyro-Y,Watch-Gyro-X,Phone-Mag-Z,Phone-Mag-Y,Phone-Mag-X,Watch-Mag-Z,Watch-Mag-Y,Watch-Mag-X
1733953940536962600,1733953940470092000,-0.066870016,0.132092041,0.2209626465,,0.11,,-0.5569610596,-0.6884155273,0.4766845703,-0.693862915,-0.6722106934,0.2887268066,-0.04659572989,0.008144212887,0.00298646884,-0.03602431342,-0.06976496428,0.09356856346,-332.8696289,-95.91394043,-81.10827637,-56.0826416,28.66844177,175.8810577
1733953940547027500,1.73395E+18,-0.067000064,0.1420200195,0.2310273438,,0.12,,-0.5612182617,-0.6904144287,0.4801330566,-0.6753540039,-0.6719207764,0.2890625,-0.04321112111,-0.004425374791,0.01157036982,-0.03816975653,-0.09675716609,0.07145873457,-333.3035278,-95.79650879,-80.75340271,-55.90130615,28.5355072,175.8283234
1733953940557092400,1733953940489949200,-0.06715008,0.1519492188,0.2410922852,,0.13,,-0.5686187744,-0.6960906982,0.4790496826,-0.6611175537,-0.6626434326,0.2898101807,-0.03983050212,-0.01101137232,0.005420331843,-0.04260205477,-0.1456272453,0.020581441,-332.7392578,-95.74612427,-80.63398743,-56.2203064,28.58164978,175.727417
1733953940567157500,1733953940499878100,-0.067280128,0.1618781738,0.2511574707,,0.14,,-0.5746154785,-0.6954956055,0.4739227295,-0.6534881592,-0.6591796875,0.2898254395,-0.03081197478,-0.005984655581,-0.00066365971,-0.04162680358,-0.1514630318,-0.03880731761,-333.4438477,-95.63348389,-80.97145081,-55.9239502,28.58633423,175.6864929
1733953940577221400,1733953940509807000,-0.06742016,0.1718071289,0.2612214355,,0.15,,-0.5777587891,-0.6871185303,0.4703979492,-0.6573944092,-0.6615142822,0.2901763916,-0.03124740161,0.007976167835,-0.00509595871,-0.04670784995,-0.1324874759,-0.05883615091,-333.0938721,-95.5688324,-80.93774414,-56.15504456,28.66210938,175.6324768
1733953940587286500,1733953940519734500,-0.067549952,0.1817346191,0.2712866211,,0.16,,-0.5695037842,-0.6784667969,0.4686737061,-0.677154541,-0.657043457,0.2976074219,-0.03391509131,0.0393348895,-0.01780456305,-0.05189888552,-0.1319449842,-0.04176449031,-333.253479,-95.53311157,-80.70414734,-56.10769653,28.6381073,175.7212372
1733953940597351400,1733953940529663700,-0.067689984,0.1916638184,0.2813513184,,0.17,,-0.5667266846,-0.6828765869,0.4603729248,-0.6934356689,-0.6522827148,0.3172912598,-0.0368656069,0.06644693762,-0.03264662623,-0.05232365802,-0.134657681,-0.02767104283,-333.7892456,-95.44534302,-80.97897339,-55.7375946,28.59689331,175.5983429
1733953940607416300,1733953940539592700,-0.067820032,0.2015927734,0.2914162598,,0.18,,-0.5644683838,-0.6849060059,0.4600372314,-0.6937103271,-0.6576080322,0.3326873779,-0.03466530144,0.0851130262,-0.03671380505,-0.04535869136,-0.1467492282,-0.01681679673,-332.7597656,-95.44665527,-80.56404114,-56.16799927,28.66340637,175.3605347
1733953940617481500,1733953940549520600,-0.067960064,0.211520752,0.3014814453,,0.19,,-0.5627593994,-0.6831970215,0.4589080811,-0.6932983398,-0.6591339111,0.3395843506,-0.04146142304,0.08661025763,-0.02929370664,-0.02674852312,-0.1506955028,-0.01475098263,-332.8041077,-95.73239136,-80.08666992,-56.04933167,28.66488647,175.6058044
1733953940627546600,1733953940559449600,-0.068100096,0.221449707,0.3115466309,,0.20,,-0.5624694824,-0.6800384521,0.4637908936,-0.7012023926,-0.657699585,0.3338470459,-0.04787005484,0.09542745352,-0.01882029325,-0.01197330561,-0.1633777469,-0.01486683078,-333.3457642,-95.7837677,-80.2883606,-56.167099,28.65214539,175.4570313
1733953940637610500,1733953940569378600,-0.068239872,0.2313786621,0.3216105957,,0.21,,-0.5633392334,-0.6827392578,0.4556274414,-0.7086334229,-0.6519165039,0.3174591064,-0.04853797331,0.1010760143,-0.0177377183,-0.001183508779,-0.1753976494,-0.00795619376,-333.2799988,-95.37846375,-80.07380676,-56.28729248,28.82780457,175.4578857
1733953940647675400,1733953940579306800,-0.06836992,0.2413066406,0.331675293,,0.22,,-0.5656890869,-0.6851959229,0.4458007813,-0.7123413086,-0.6532897949,0.3212890625,-0.04839815944,0.09539682418,-0.007005178835,0.002301503904,-0.1911893934,-0.01180659235,-333.0644836,-95.53271484,-80.16696167,-56.00059509,28.78927612,175.3913116
1733953940657740300,1733953940589235700,-0.068509952,0.2512355957,0.3417402344,,0.23,,-0.5662078857,-0.6864776611,0.4499969482,-0.7104034424,-0.6496887207,0.3159179688,-0.04380287603,0.08236251771,-0.006110623013,0.007298392709,-0.202413559,-0.009683253244,-332.953186,-96.00323486,-80.1158905,-56.26347351,28.8634491,175.2207336
1733953940667805400,1733953940599164700,-0.06864,0.2611645508,0.3518054199,,0.24,,-0.574005127,-0.6922302246,0.4538726807,-0.7197875977,-0.6461791992,0.3094177246,-0.03712259978,0.06742351502,-0.003303917591,0.01156717353,-0.1973242611,0.0009859022684,-332.786499,-95.64509583,-79.98220825,-56.27758789,28.71565247,175.0773621
1733953940677870600,1733953940609092600,-0.068780032,0.2710925293,0.3618706055,,0.25,,-0.5744934082,-0.6891784668,0.456817627,-0.7226867676,-0.6425933838,0.295501709,-0.03127509728,0.05926811695,0.00518304389,0.01128780842,-0.1700633466,0.01867248677,-333.2792358,-95.62228394,-80.08403015,-55.96478271,28.80828857,175.1981812
1733953940687935200,1733953940619021600,-0.06891008,0.2810214844,0.3719353027,,0.26,,-0.572052002,-0.6831817627,0.4533843994,-0.7218933105,-0.642364502,0.2866363525,-0.02970383316,0.05664037541,0.00550794974,0.008842759766,-0.151180461,0.02146774158,-332.9458313,-95.78434753,-79.76713562,-56.02441406,28.66854858,175.20784
1733953940698000400,1733953940628950800,-0.069049856,0.2909506836,0.3820004883,,0.27,,-0.5724487305,-0.6839599609,0.450302124,-0.7156066895,-0.6445465088,0.2827758789,-0.02897306159,0.05685609207,0.004312722944,0.01084732171,-0.1464384347,0.003059439361,-332.5032349,-95.59028625,-79.77197266,-55.9523468,28.77944946,175.0746765
1733953940708064500,1733953940638879700,-0.069189888,0.3008796387,0.3920644531,,0.28,,-0.5720214844,-0.6871795654,0.4518127441,-0.7101593018,-0.6425933838,0.2769927979,-0.03192544356,0.05249436572,-0.002231995342,0.01390036941,-0.129635483,0.001104679191,-332.9197998,-95.50297546,-79.87782288,-56.02011108,28.6532135,174.8470764
1733953940718129400,1733953940648807700,-0.069319936,0.3108076172,0.4021293945,,0.29,,-0.5736999512,-0.6893768311,0.4536743164,-0.7092895508,-0.6469116211,0.2731170654,-0.03429831937,0.05164215341,-0.00652314676,0.0144907916,-0.1263736486,-0.005170261022,-332.9338074,-95.88456726,-80.00820923,-55.94599915,28.68327332,174.7506104
1733953940728194600,1733953940658736600,-0.069459968,0.3207365723,0.4121945801,,0.30,,-0.5767211914,-0.6888122559,0.4564971924,-0.7035675049,-0.6446533203,0.2723083496,-0.03353319317,0.05146372318,-0.008103466593,0.01374111231,-0.1054691672,-0.01119939145,-332.5014038,-95.70860291,-79.62307739,-56.18669128,28.55984497,174.7098999
1733953940738259500,1733953940668665600,-0.069590016,0.3306655273,0.4222595215,,0.31,,-0.5780792236,-0.6853637695,0.457901001,-0.699432373,-0.6467132568,0.2761535645,-0.03478647768,0.05401290208,-0.00911227148,0.01909885928,-0.08965025842,-0.01954147778,-332.7113647,-95.74287415,-79.74630737,-56.01672363,28.71809387,174.7147064
1733953940748324400,1733953940678593500,-0.069730048,0.3405935059,0.4323244629,,0.32,,-0.5768127441,-0.6831359863,0.4562530518,-0.7051391602,-0.6496582031,0.278213501,-0.03056270257,0.05873442069,-0.003114034189,0.02088823728,-0.08276598901,-0.03051636368,-332.3474731,-95.65826416,-79.41722107,-55.98854065,28.55622864,174.8256073
1733953940758389500,1733953940688522800,-0.069860096,0.3505227051,0.4423894043,,0.33,,-0.5760192871,-0.6822662354,0.4534606934,-0.7132110596,-0.6473999023,0.2744140625,-0.02869822457,0.0607733354,-0.00289565511,0.01536617335,-0.07278765738,-0.03812927753,-332.3167725,-95.66136169,-79.99005127,-56.03309631,28.69729614,174.8578491
1733953940768453400,1733953940698451700,-0.070000128,0.3604516602,0.4524533691,,0.34,,-0.5773468018,-0.6854095459,0.4528198242,-0.716583252,-0.6481781006,0.2644195557,-0.0225543119,0.05938343331,-0.002974484582,0.009064069018,-0.04655019194,-0.03721421212,-332.509491,-95.6121521,-79.83119202,-56.16134644,28.68768311,174.7867279
1733953940778518500,1733953940708379600,-0.07014016,0.3703796387,0.4625185547,,0.35,,-0.5754852295,-0.6865539551,0.4563751221,-0.7223815918,-0.652557373,0.2625579834,-0.01819125377,0.05178996176,0.001283643651,0.0003826962493,-0.01624182053,-0.04161615297,-332.3905945,-95.59370422,-79.74580383,-55.97312927,28.6594696,174.7602692
1733953940788583400,1733953940718308600,-0.070280192,0.3803085938,0.4725834961,,0.36,,-0.5746307373,-0.6852111816,0.4562225342,-0.735534668,-0.6576080322,0.2662658691,-0.01344470214,0.03717426583,0.005955627188,-0.003593669506,0.01042467728,-0.02564064786,-332.6713867,-95.6282959,-79.942276,-55.95635986,28.77970886,174.8351898
1733953940798648300,1733953940728237600,-0.07041024,0.3902375488,0.4826484375,,0.37,,-0.5729370117,-0.6833648682,0.4550933838,-0.7450714111,-0.6589050293,0.2710113525,-0.009114935063,0.02849076316,0.01176557969,-0.007287740242,0.03014218993,-0.0006404902088,-332.4114685,-95.76860046,-79.98168945,-56.04412842,28.60046387,174.8261261
1733953940808713500,1733953940738165500,-0.07054976,0.4001655273,0.4927133789,,0.38,,-0.5708312988,-0.6847686768,0.4519958496,-0.7384643555,-0.6549682617,0.2694702148,-0.00922918506,0.01746261306,0.01249075774,-0.01205080375,0.02789501473,0.009433715604,-332.3065796,-95.99591064,-79.8258667,-56.02146912,28.73652649,174.8989868
1733953940818778600,1733953940748094700,-0.070679808,0.4100947266,0.5027785645,,0.39,,-0.571762085,-0.6897888184,0.4499969482,-0.7194671631,-0.6488494873,0.2700653076,-0.01090777479,0.006685599685,0.01032986958,-0.007142331451,0.01956358179,0.004050667863,-332.0325623,-96.0506134,-79.84518433,-56.00866699,28.8170929,174.7603149
1733953940828842500,1733953940758023700,-0.07081984,0.4200236816,0.5128425293,,0.40,,-0.5739746094,-0.6929779053,0.4507293701,-0.7057342529,-0.6475372314,0.2718048096,-0.01175785623,0.003308444982,0.00729386555,0.00007616640505,0.009306150489,-0.004705273081,-332.7383423,-95.86483765,-80.08026123,-56.22860718,28.63923645,174.6597443
1733953940838907400,1733953940767952600,-0.070949888,0.4299526367,0.5229074707,,0.41,,-0.574432373,-0.6925506592,0.448059082,-0.703704834,-0.6480102539,0.2758483887,-0.01221565343,-0.01163188834,0.007384146564,0.00512179127,-0.0106875319,-0.008378837258,-332.2842407,-95.84790039,-79.94648743,-55.94348145,28.69403076,174.7900391
1733953940848972500,1733953940777880600,-0.07108992,0.4398806152,0.5329726563,,0.42,,-0.5738983154,-0.6928863525,0.4461517334,-0.7065734863,-0.6484222412,0.2774353027,-0.01087714918,-0.01226545498,0.003731355071,0.01003931835,-0.02830061316,-0.007283479441,-332.5274048,-96.14486694,-80.07104492,-56.1469574,28.60528564,174.6625824
1733953940859037400,1733953940787809800,-0.071229952,0.4498098145,0.5430373535,,0.43,,-0.5762634277,-0.6955566406,0.4432220459,-0.7032623291,-0.6469573975,0.2767333984,-0.0112127075,-0.01872921363,0.002399508143,0.01366281509,-0.04241616651,-0.007060838863,-332.0103149,-95.96427917,-79.56668091,-56.08764648,28.60372925,174.6917725
1733953940869102600,1733953940797738800,-0.071369984,0.4597387695,0.5531025391,,0.44,,-0.5796356201,-0.6959381104,0.4456329346,-0.6962432861,-0.6485290527,0.2719116211,-0.00424241554,-0.02107625641,-0.00800492987,0.01336986758,-0.06000448018,-0.01083107572,-332.0995178,-95.99002075,-79.86442566,-56.19998169,28.64508057,174.6750488
1733953940879167500,1733953940807666700,-0.071500032,0.469666748,0.5631674805,,0.45,,-0.5814819336,-0.6983184814,0.4457855225,-0.6919555664,-0.652633667,0.2678985596,-0.0006844323943,-0.01907409169,-0.01064651925,0.01140525378,-0.06262236834,-0.02634212561,-332.2171936,-96.13194275,-79.72698975,-56.3536377,28.71273804,174.6302643
1733953940889231400,1733953940817595600,-0.071640064,0.4795957031,0.5732314453,,0.46,,-0.5825653076,-0.6983184814,0.4425048828,-0.6973419189,-0.6576843262,0.2648162842,0.002037051832,-0.01862801239,-0.008338357322,0.01318104938,-0.06666451693,-0.03669809178,-332.4216309,-96.01185608,-79.65324402,-56.55549622,28.76399231,174.6438293
1733953940899296500,1733953940827524600,-0.071770112,0.4895246582,0.5832966309,,0.47,,-0.5839080811,-0.6995697021,0.4414825439,-0.7058410645,-0.6600494385,0.2667999268,0.005455485545,-0.01684209704,-0.01168168988,0.02407311276,-0.05178516731,-0.04162574187,-332.5766296,-95.91584778,-80.00953674,-56.10302734,28.80786133,174.6006927
1733953940909361400,1733953940837452500,-0.071910144,0.4994526367,0.5933613281,,0.48,,-0.5825042725,-0.6962127686,0.439666748,-0.7057037354,-0.6624298096,0.2702941895,0.01115917787,-0.01427933667,-0.01177756395,0.02893950604,-0.06198028103,-0.0559886992,-332.2853088,-95.94760132,-79.57374573,-56.38102722,28.94238281,174.4657898
1733953940919426600,1733953940847381800,-0.072039936,0.5093818359,0.6034265137,,0.49,,-0.5843353271,-0.6924591064,0.4379119873,-0.7099456787,-0.664932251,0.2576293945,0.01443593111,-0.01129340101,-0.01269289199,0.02322702482,-0.05042109638,-0.05877276883,-332.0315247,-96.40324402,-79.84265137,-56.21577454,28.97581482,174.4666901
1733953940929491500,1733953940857310700,-0.072179968,0.519310791,0.6134914551,,0.50,,-0.5856323242,-0.6940002441,0.4381713867,-0.7156219482,-0.6632232666,0.2503967285,0.02182327397,-0.006758303847,-0.01088380627,0.02533598244,-0.03772820532,-0.07089015096,-332.5583496,-96.06524658,-80.10792542,-56.30355835,28.90641785,174.5567932
1733953940939556400,1733953940867239700,-0.07232,0.5292397461,0.6235563965,,0.51,,-0.5854797363,-0.6945800781,0.4369354248,-0.7111206055,-0.6639556885,0.2558898926,0.02787024714,-0.005533515941,-0.01032241248,0.02496047691,-0.05129114911,-0.07748600096,-332.3755493,-96.22747803,-79.99411011,-56.52125549,29.07873535,174.3167725
1733953940949621500,1733953940877167600,-0.072460032,0.5391677246,0.633621582,,0.52,,-0.5877838135,-0.6925048828,0.4375915527,-0.7272491455,-0.6615142822,0.2468261719,0.02939064614,-0.00471938774,-0.0127749173,0.01956225,-0.04923598841,-0.06724774837,-332.0579834,-96.00370789,-79.97657776,-56.19261169,29.0821228,174.5572357
1733953940959685600,1733953940887096600,-0.07259008,0.5490966797,0.6436855469,,0.53,,-0.5894012451,-0.6900482178,0.4366760254,-0.7433776855,-0.654296875,0.2443695068,0.02942766435,0.0001776328427,-0.01962696388,0.01812946983,-0.04557707161,-0.04098951072,-332.1731873,-96.00524902,-80.06524658,-56.44616699,29.08203125,174.5921326
1733953940969750500,1733953940897025800,-0.072730112,0.5590258789,0.6537504883,,0.54,,-0.59034729,-0.6899261475,0.4391937256,-0.7504425049,-0.6517181396,0.2440795898,0.02656210214,-0.001944373944,-0.02859009989,0.01759284176,-0.04482339695,-0.02292129397,-331.9736023,-96.28515625,-80.05639648,-56.56376648,28.88206482,174.3868256
1733953940979815400,1733953940906953700,-0.07286016,0.5689536133,0.6638154297,,0.55,,-0.591796875,-0.6867980957,0.4397735596,-0.7437591553,-0.6512145996,0.2431945801,0.02331704088,-0.00209644041,-0.03089879453,0.01361700892,-0.04216130078,-0.01738538221,-332.0233765,-96.41491699,-79.74713135,-56.36109924,28.80767822,174.2946625
1733953940989880600,1733953940916882700,-0.073000192,0.5788825684,0.6738806152,,0.56,,-0.5895233154,-0.6818389893,0.4384918213,-0.734954834,-0.6481781006,0.2436676025,0.01918035187,-0.005784652196,-0.0418811366,0.01486097183,-0.02995523624,-0.02197107859,-332.5835266,-96.3611145,-79.85806274,-56.62693787,28.8240509,174.1687469
1733953940999945500,1733953940926811600,-0.073129984,0.5888117676,0.6839455566,,0.57,,-0.5880126953,-0.6802978516,0.4361572266,-0.7332000732,-0.6486206055,0.2421264648,0.006997722201,-0.004868790973,-0.05055718496,0.01931830496,-0.02552000806,-0.01919846237,-332.4248657,-96.24238586,-79.91572571,-56.44692993,28.99824524,174.3533478
1733953941010010400,1733953940936739600,-0.07328,0.598739502,0.6940102539,,0.58,,-0.5880584717,-0.6797790527,0.435760498,-0.7297363281,-0.6460876465,0.2431488037,-0.003397660796,-0.006701578386,-0.06154059246,0.02199611254,-0.01944640279,-0.02227494493,-332.2854919,-96.22900391,-79.72865295,-56.3445282,29.01602173,174.3975677
1733953941020074200,1733953940946668500,-0.073409792,0.608668457,0.7040742188,,0.59,,-0.5885467529,-0.67918396,0.4354553223,-0.7330322266,-0.6476898193,0.2462921143,-0.005394232925,-0.01267877687,-0.0692935884,0.02202061377,-0.0145717524,-0.02819834836,-332.943573,-96.1159668,-80.00718689,-56.48954773,29.13032532,174.5811157
1733953941030139400,1733953940956597800,-0.07353984,0.6185976563,0.7141394043,,0.60,,-0.5875854492,-0.6777496338,0.4345245361,-0.7406158447,-0.649230957,0.2461700439,0.000861798937,-0.02118917555,-0.07009972632,0.02727263421,-0.008786833845,-0.02550029941,-332.7817383,-96.36958313,-80.08500671,-56.5115509,28.95713806,174.3577728
1733953941040204500,1733953940966525700,-0.073679872,0.6285256348,0.7242045898,,0.61,,-0.5867462158,-0.6782531738,0.4318084717,-0.7445678711,-0.646484375,0.2490539551,0.01206198893,-0.03317579627,-0.06048518047,0.03293451294,0.0006021407316,-0.01815583371,-332.4411926,-96.00753784,-80.19677734,-56.59648132,29.07228088,174.3446503
1733953941050269400,1733953940976454700,-0.07380992,0.6384545898,0.7342695313,,0.62,,-0.5820159912,-0.6793365479,0.4267272949,-0.737701416,-0.6472473145,0.2463226318,0.03335475922,-0.0510735698,-0.0540840067,0.0334876515,0.01104040071,-0.02464302815,-332.7977905,-95.98802185,-80.33636475,-56.11091614,29.25654602,174.4116058
1733953941060334300,1733953940986383600,-0.073949952,0.6483835449,0.7443342285,,0.63,,-0.5802001953,-0.6820526123,0.4198913574,-0.7291259766,-0.6457977295,0.2425231934,0.06168440357,-0.06126921624,-0.03784298524,0.03098854236,0.01459545456,-0.03529141098,-332.7374268,-96.15866089,-80.05354309,-56.63339233,28.92282104,174.408905
1733953941070399500,1733953940996312600,-0.07408,0.6583125,0.7543994141,,0.64,,-0.5793914795,-0.6833496094,0.41796875,-0.7250976563,-0.6459655762,0.2452087402,0.09464767575,-0.0615086332,-0.01904373243,0.03291693702,0.01357626263,-0.04455122352,-332.9508057,-96.09291077,-79.9201355,-56.55278015,28.94883728,174.5756683
1733953941080464400,1733953941006240800,-0.074220032,0.6682407227,0.7644643555,,0.65,,-0.5807647705,-0.6828308105,0.415802002,-0.7264099121,-0.6439208984,0.2449951172,0.1149276495,-0.04956994951,0.001063400181,0.0315358229,0.01724769548,-0.05262965709,-332.8748779,-95.90136719,-80.37075806,-56.39686584,29.26968384,174.5354767
1733953941090528500,1733953941016169700,-0.074360064,0.6781696777,0.7745285645,,0.66,,-0.5833587646,-0.6821899414,0.4113006592,-0.7252502441,-0.6432800293,0.2410583496,0.1302384287,-0.01736034825,0.003752127523,0.02813975886,0.0149560459,-0.05928196386,-332.6675415,-96.35401917,-80.29342651,-56.42671204,29.08062744,174.4538879
1733953941100593700,1733953941026098700,-0.074500096,0.6880986328,0.78459375,,0.67,,-0.5853881836,-0.6786499023,0.4089355469,-0.7222747803,-0.6410980225,0.2429962158,0.1421885639,0.04563912377,-0.01397174224,0.02645211294,0.02327815816,-0.06491668522,-333.0666199,-96.23075867,-80.28767395,-56.13761902,29.07875061,174.5189819
1733953941110658300,1733953941036026600,-0.074630144,0.6980266113,0.7946582031,,0.68,,-0.5959625244,-0.6788330078,0.4077758789,-0.7259063721,-0.6388549805,0.2428436279,0.1419259757,0.07553363591,-0.03077389114,0.02662175708,0.03600806743,-0.06548153609,-332.6863098,-96.1774292,-80.76986694,-56.6199646,29.08323669,174.5028076
1733953941120723500,1733953941045955600,-0.07476992,0.7079555664,0.8047233887,,0.69,,-0.5978088379,-0.675567627,0.4264831543,-0.7281646729,-0.6356201172,0.2366485596,0.1434644908,0.09060020745,-0.03553429246,0.0181305334,0.04995797202,-0.06072726473,-332.6691284,-96.17578125,-80.15071106,-56.0896759,29.1499939,174.5024109
1733953941130788600,1733953941055884800,-0.074899968,0.7178847656,0.8147885742,,0.70,,-0.601272583,-0.6725006104,0.4374237061,-0.7246856689,-0.6346435547,0.2358551025,0.1447739601,0.09067930281,-0.03477342799,0.02060780674,0.07854700834,-0.06091874465,-332.7798462,-96.39237976,-80.14334106,-56.36380005,29.14413452,174.5541992
1733953941140853500,1733953941065812700,-0.07504,0.7278127441,0.8248535156,,0.71,,-0.606338501,-0.6723480225,0.440826416,-0.7230072021,-0.6277618408,0.2339477539,0.1397650838,0.07426916808,-0.02759460919,0.02452611551,0.1127230823,-0.07066884637,-332.4393005,-95.90063477,-80.26716614,-56.32843018,29.37620544,174.7253876
1733953941150917600,1733953941075741700,-0.075170048,0.7377416992,0.8349177246,,0.72,,-0.6068878174,-0.6734161377,0.4488830566,-0.7308502197,-0.6218719482,0.2304992676,0.132542327,0.05375084653,-0.02002483979,0.03066017479,0.1302871704,-0.06083112583,-332.942749,-96.29341125,-80.45701599,-56.35386658,29.20741272,174.6863708
1733953941160982300,1733953941085670700,-0.07531008,0.7476706543,0.8449821777,,0.73,,-0.6082305908,-0.6758880615,0.4552459717,-0.7395019531,-0.6200714111,0.2310333252,0.1263153255,0.03509007767,-0.01697126031,0.03208043799,0.1203714162,-0.05157744139,-332.8357544,-95.81913757,-80.49221802,-56.64022827,29.06408691,174.7190704
1733953941171047400,1733953941095599600,-0.075450112,0.7575996094,0.8550473633,,0.74,,-0.6106719971,-0.6782531738,0.4568023682,-0.749710083,-0.6143188477,0.2349853516,0.1189681962,0.02076546662,-0.008259527385,0.03096430749,0.09348547459,-0.04230511189,-333.3002319,-96.23542786,-80.43753052,-56.45492554,29.19963074,174.8069611
1733953941181112600,1733953941105527600,-0.075589888,0.7675275879,0.8651125488,,0.75,,-0.609588623,-0.6753387451,0.457901001,-0.7546691895,-0.612991333,0.2368621826,0.1061677113,0.01211365405,-0.002261290094,0.01494246442,0.07059773803,0.001502022846,-332.8001099,-96.09687805,-80.45780945,-56.7245636,29.0118866,174.7656097
1733953941191177500,1733953941115456800,-0.075719936,0.7774567871,0.8751774902,,0.76,,-0.6114196777,-0.6740264893,0.4600067139,-0.7589416504,-0.6113433838,0.2348480225,0.09831564873,0.007614243776,0.003595800139,0.02369680628,0.05015185103,0.00531513663,-332.9164429,-96.13088989,-80.43925476,-56.49302673,29.15670776,174.7051086
